BUICK,Enclave AWD,SUV - STANDARD,3.6,6,13.6,9.6,11.8,277,Petrol,12.0,12.399999999999999,11.2,10.8,11.6
DODGE,Charger SRT Hellcat Widebody,FULL-SIZE,6.2,8,19.0,11.5,15.6,368,Diesel,16.0,16.75,14.5,13.75,15.25
FORD,F-150 FFV,PICKUP TRUCK - STANDARD,3.3,6,16.6,12.6,14.8,245,Electric,15.0,15.4,14.2,13.799999999999999,14.600000000000001
HYUNDAI,Veloster Turbo,COMPACT,1.6,4,9.4,7.0,8.3,196,Petrol,8.44,8.68,7.960000000000001,7.719999999999999,8.2
GMC,YUKON,SUV - STANDARD,5.3,8,16.0,11.1,13.8,317,Petrol,14.04,14.53,13.059999999999999,12.57,13.55
GMC,YUKON DENALI AWD,SUV - STANDARD,6.2,8,17.0,11.8,14.7,338,Diesel,14.92,15.439999999999998,13.88,13.36,14.4
JAGUAR,XJ SUPERCHARGED,FULL-SIZE,5.0,8,15.8,10.2,13.3,306,Diesel,13.56,14.120000000000001,12.44,11.879999999999999,13.0
CHEVROLET,SONIC,COMPACT,1.8,4,9.6,6.7,8.3,191,Petrol,8.44,8.73,7.859999999999999,7.569999999999999,8.15
FORD,FOCUS FFV,COMPACT,2.0,4,11.9,8.5,10.4,166,Electric,10.54,10.879999999999999,9.86,9.52,10.2
KIA,FORTE,MID-SIZE,2.0,4,9.7,6.7,8.3,191,Petrol,8.5,8.799999999999999,7.8999999999999995,7.6,8.2
MINI,COOPER S COUNTRYMAN ALL4,COMPACT,1.6,4,9.5,7.7,8.7,200,Diesel,8.780000000000001,8.959999999999999,8.42,8.24,8.6
MITSUBISHI,LANCER AWD,COMPACT,2.4,4,10.5,8.2,9.5,219,Petrol,9.58,9.809999999999999,9.12,8.889999999999999,9.35
PORSCHE,CAYENNE S,SUV - STANDARD,3.6,6,14.3,9.6,12.2,286,Diesel,12.42,12.89,11.48,11.01,11.95
TOYOTA,HIGHLANDER HYBRID AWD LE,SUV - STANDARD,3.5,6,8.4,8.3,8.4,193,Petrol,8.36,8.370000000000001,8.34,8.33,8.350000000000001
ASTON MARTIN,V12 VANTAGE S,TWO-SEATER,6.0,12,19.5,12.8,16.5,390,Diesel,16.82,17.49,15.48,14.809999999999999,16.15
BMW,X3 xDRIVE35i,SUV - SMALL,3.0,6,12.7,8.8,10.9,257,Diesel,11.14,11.53,10.36,9.969999999999999,10.75
